check_id,run_id,run_date,report_name,source_system,location_id,check_name,records_tested,failed_records,pass_rate
DQ-001384,RUN-001180,2026-01-25,Daily Incident Intake,Safety Logic,LOC-1054,source_extract_arrived,345,14,0.9594
DQ-001385,RUN-001180,2026-01-25,Daily Incident Intake,Safety Logic,LOC-1054,vendor_credential_current,191,16,0.9162
DQ-001386,RUN-001180,2026-01-25,Daily Incident Intake,Safety Logic,LOC-1054,employee_partner_mapped,237,9,0.962
DQ-001387,RUN-006420,2026-05-14,Daily Incident Intake,Safety Logic,LOC-1001,completion_date_present,142,4,0.9718
DQ-001388,RUN-006420,2026-05-14,Daily Incident Intake,Safety Logic,LOC-1001,source_extract_arrived,265,13,0.9509
DQ-001389,RUN-006420,2026-05-14,Daily Incident Intake,Safety Logic,LOC-1001,employee_partner_mapped,160,9,0.9437
DQ-001390,RUN-003784,2026-03-21,Daily Incident Intake,Safety Logic,LOC-1040,corrective_action_status_valid,318,9,0.9717
DQ-001391,RUN-003784,2026-03-21,Daily Incident Intake,Safety Logic,LOC-1040,employee_partner_mapped,126,5,0.9603
DQ-001392,RUN-003784,2026-03-21,Daily Incident Intake,Safety Logic,LOC-1040,source_extract_arrived,226,6,0.9735
DQ-001393,RUN-008357,2026-06-22,PPE Readiness Tracker,PICS,LOC-1068,vendor_credential_current,94,7,0.9255
DQ-001394,RUN-008357,2026-06-22,PPE Readiness Tracker,PICS,LOC-1068,incident_key_unique,222,17,0.9234
DQ-001395,RUN-008357,2026-06-22,PPE Readiness Tracker,PICS,LOC-1068,employee_partner_mapped,139,17,0.8777
DQ-001396,RUN-002806,2026-03-02,Weekly Exception Review,Safety Logic,LOC-1014,incident_key_unique,253,4,0.9842
DQ-001397,RUN-002806,2026-03-02,Weekly Exception Review,Safety Logic,LOC-1014,corrective_action_status_valid,323,8,0.9752
DQ-001398,RUN-002806,2026-03-02,Weekly Exception Review,Safety Logic,LOC-1014,completion_date_present,286,7,0.9755
DQ-001399,RUN-008162,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1031,incident_key_unique,191,5,0.9738
DQ-001400,RUN-008162,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1031,source_extract_arrived,249,10,0.9598
DQ-001401,RUN-008162,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1031,vendor_credential_current,184,15,0.9185
DQ-001402,RUN-004523,2026-04-05,Vendor Credential Audit,Browz,LOC-1008,incident_key_unique,278,15,0.946
DQ-001403,RUN-004523,2026-04-05,Vendor Credential Audit,Browz,LOC-1008,employee_partner_mapped,329,12,0.9635
DQ-001404,RUN-004523,2026-04-05,Vendor Credential Audit,Browz,LOC-1008,location_id_present,208,8,0.9615
DQ-001405,RUN-002342,2026-02-20,Daily Incident Intake,Safety Logic,LOC-1064,incident_key_unique,251,8,0.9681
DQ-001406,RUN-002342,2026-02-20,Daily Incident Intake,Safety Logic,LOC-1064,employee_partner_mapped,163,6,0.9632
DQ-001407,RUN-002342,2026-02-20,Daily Incident Intake,Safety Logic,LOC-1064,completion_date_present,281,11,0.9609
DQ-001408,RUN-004976,2026-04-13,PPE Readiness Tracker,PICS,LOC-1062,completion_date_present,149,10,0.9329
DQ-001409,RUN-004976,2026-04-13,PPE Readiness Tracker,PICS,LOC-1062,location_id_present,232,9,0.9612
DQ-001410,RUN-004976,2026-04-13,PPE Readiness Tracker,PICS,LOC-1062,employee_partner_mapped,328,21,0.936
DQ-001411,RUN-008565,2026-06-28,Ad Hoc Leader Request,Corporate Request,LOC-1016,vendor_credential_current,149,6,0.9597
DQ-001412,RUN-008565,2026-06-28,Ad Hoc Leader Request,Corporate Request,LOC-1016,location_id_present,317,0,1.0
DQ-001413,RUN-008565,2026-06-28,Ad Hoc Leader Request,Corporate Request,LOC-1016,corrective_action_status_valid,294,6,0.9796
DQ-001414,RUN-007017,2026-05-25,Ad Hoc Leader Request,Corporate Request,LOC-1062,location_id_present,90,2,0.9778
DQ-001415,RUN-007017,2026-05-25,Ad Hoc Leader Request,Corporate Request,LOC-1062,completion_date_present,227,6,0.9736
DQ-001416,RUN-007017,2026-05-25,Ad Hoc Leader Request,Corporate Request,LOC-1062,incident_key_unique,240,3,0.9875
DQ-001417,RUN-007379,2026-06-03,Daily Incident Intake,Safety Logic,LOC-1055,source_extract_arrived,267,5,0.9813
DQ-001418,RUN-007379,2026-06-03,Daily Incident Intake,Safety Logic,LOC-1055,vendor_credential_current,284,6,0.9789
DQ-001419,RUN-007379,2026-06-03,Daily Incident Intake,Safety Logic,LOC-1055,incident_key_unique,214,6,0.972
DQ-001420,RUN-001419,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1047,employee_partner_mapped,131,8,0.9389
DQ-001421,RUN-001419,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1047,completion_date_present,214,6,0.972
DQ-001422,RUN-001419,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1047,incident_key_unique,252,9,0.9643
DQ-001423,RUN-002920,2026-03-03,Daily Incident Intake,Safety Logic,LOC-1020,employee_partner_mapped,238,8,0.9664
DQ-001424,RUN-002920,2026-03-03,Daily Incident Intake,Safety Logic,LOC-1020,vendor_credential_current,169,10,0.9408
DQ-001425,RUN-002920,2026-03-03,Daily Incident Intake,Safety Logic,LOC-1020,completion_date_present,184,8,0.9565
DQ-001426,RUN-001387,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1049,corrective_action_status_valid,259,6,0.9768
DQ-001427,RUN-001387,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1049,location_id_present,194,1,0.9948
DQ-001428,RUN-001387,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1049,completion_date_present,172,1,0.9942
DQ-001429,RUN-001334,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1045,employee_partner_mapped,289,7,0.9758
DQ-001430,RUN-001334,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1045,completion_date_present,242,7,0.9711
DQ-001431,RUN-001334,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1045,incident_key_unique,143,5,0.965
DQ-001432,RUN-000281,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1012,corrective_action_status_valid,219,6,0.9726
DQ-001433,RUN-000281,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1012,vendor_credential_current,271,19,0.9299
DQ-001434,RUN-000281,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1012,employee_partner_mapped,318,22,0.9308
DQ-001435,RUN-007170,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1014,vendor_credential_current,93,3,0.9677
DQ-001436,RUN-007170,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1014,location_id_present,180,5,0.9722
DQ-001437,RUN-007170,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1014,completion_date_present,245,7,0.9714
DQ-001438,RUN-005728,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1028,completion_date_present,273,8,0.9707
DQ-001439,RUN-005728,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1028,employee_partner_mapped,176,8,0.9545
DQ-001440,RUN-005728,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1028,source_extract_arrived,92,4,0.9565
DQ-001441,RUN-006435,2026-05-15,Daily Incident Intake,Safety Logic,LOC-1021,incident_key_unique,284,5,0.9824
DQ-001442,RUN-006435,2026-05-15,Daily Incident Intake,Safety Logic,LOC-1021,vendor_credential_current,211,9,0.9573
DQ-001443,RUN-006435,2026-05-15,Daily Incident Intake,Safety Logic,LOC-1021,corrective_action_status_valid,114,2,0.9825
DQ-001444,RUN-001902,2026-02-09,PPE Readiness Tracker,PICS,LOC-1060,employee_partner_mapped,110,6,0.9455
DQ-001445,RUN-001902,2026-02-09,PPE Readiness Tracker,PICS,LOC-1060,vendor_credential_current,206,10,0.9515
DQ-001446,RUN-001902,2026-02-09,PPE Readiness Tracker,PICS,LOC-1060,source_extract_arrived,302,13,0.957
DQ-001447,RUN-003613,2026-03-17,Daily Incident Intake,Safety Logic,LOC-1038,corrective_action_status_valid,198,6,0.9697
DQ-001448,RUN-003613,2026-03-17,Daily Incident Intake,Safety Logic,LOC-1038,employee_partner_mapped,357,17,0.9524
DQ-001449,RUN-003613,2026-03-17,Daily Incident Intake,Safety Logic,LOC-1038,incident_key_unique,273,6,0.978
DQ-001450,RUN-000670,2026-01-12,PPE Readiness Tracker,PICS,LOC-1037,completion_date_present,75,1,0.9867
DQ-001451,RUN-000670,2026-01-12,PPE Readiness Tracker,PICS,LOC-1037,source_extract_arrived,272,17,0.9375
DQ-001452,RUN-000670,2026-01-12,PPE Readiness Tracker,PICS,LOC-1037,location_id_present,233,9,0.9614
DQ-001453,RUN-005745,2026-05-03,Daily Incident Intake,Safety Logic,LOC-1071,vendor_credential_current,246,8,0.9675
DQ-001454,RUN-005745,2026-05-03,Daily Incident Intake,Safety Logic,LOC-1071,corrective_action_status_valid,282,11,0.961
DQ-001455,RUN-005745,2026-05-03,Daily Incident Intake,Safety Logic,LOC-1071,location_id_present,230,4,0.9826
DQ-001456,RUN-002509,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1022,location_id_present,82,0,1.0
DQ-001457,RUN-002509,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1022,incident_key_unique,222,4,0.982
DQ-001458,RUN-002509,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1022,corrective_action_status_valid,189,7,0.963
DQ-001459,RUN-006152,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1032,vendor_credential_current,298,22,0.9262
DQ-001460,RUN-006152,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1032,incident_key_unique,339,15,0.9558
DQ-001461,RUN-006152,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1032,completion_date_present,188,6,0.9681
DQ-001462,RUN-008515,2026-06-28,Daily Incident Intake,Safety Logic,LOC-1013,source_extract_arrived,312,12,0.9615
DQ-001463,RUN-008515,2026-06-28,Daily Incident Intake,Safety Logic,LOC-1013,corrective_action_status_valid,296,12,0.9595
DQ-001464,RUN-008515,2026-06-28,Daily Incident Intake,Safety Logic,LOC-1013,employee_partner_mapped,301,12,0.9601
DQ-001465,RUN-004872,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1044,completion_date_present,193,3,0.9845
DQ-001466,RUN-004872,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1044,corrective_action_status_valid,98,1,0.9898
DQ-001467,RUN-004872,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1044,location_id_present,165,2,0.9879
DQ-001468,RUN-005573,2026-04-27,Ad Hoc Leader Request,Corporate Request,LOC-1004,incident_key_unique,156,6,0.9615
DQ-001469,RUN-005573,2026-04-27,Ad Hoc Leader Request,Corporate Request,LOC-1004,completion_date_present,126,5,0.9603
DQ-001470,RUN-005573,2026-04-27,Ad Hoc Leader Request,Corporate Request,LOC-1004,employee_partner_mapped,239,8,0.9665
DQ-001471,RUN-003805,2026-03-22,Daily Incident Intake,Safety Logic,LOC-1033,vendor_credential_current,277,12,0.9567
DQ-001472,RUN-003805,2026-03-22,Daily Incident Intake,Safety Logic,LOC-1033,location_id_present,347,8,0.9769
DQ-001473,RUN-003805,2026-03-22,Daily Incident Intake,Safety Logic,LOC-1033,employee_partner_mapped,78,2,0.9744
DQ-001474,RUN-002020,2026-02-13,Daily Incident Intake,Safety Logic,LOC-1001,vendor_credential_current,326,18,0.9448
DQ-001475,RUN-002020,2026-02-13,Daily Incident Intake,Safety Logic,LOC-1001,source_extract_arrived,233,10,0.9571
DQ-001476,RUN-002020,2026-02-13,Daily Incident Intake,Safety Logic,LOC-1001,location_id_present,118,1,0.9915
DQ-001477,RUN-003933,2026-03-23,Chemical SDS Coverage,MSDS,LOC-1036,completion_date_present,99,3,0.9697
DQ-001478,RUN-003933,2026-03-23,Chemical SDS Coverage,MSDS,LOC-1036,corrective_action_status_valid,335,6,0.9821
DQ-001479,RUN-003933,2026-03-23,Chemical SDS Coverage,MSDS,LOC-1036,incident_key_unique,212,5,0.9764
DQ-001480,RUN-003152,2026-03-09,Weekly Exception Review,Safety Logic,LOC-1047,corrective_action_status_valid,331,15,0.9547
DQ-001481,RUN-003152,2026-03-09,Weekly Exception Review,Safety Logic,LOC-1047,source_extract_arrived,179,8,0.9553
DQ-001482,RUN-003152,2026-03-09,Weekly Exception Review,Safety Logic,LOC-1047,incident_key_unique,284,11,0.9613
DQ-001483,RUN-001406,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1027,employee_partner_mapped,341,14,0.9589
DQ-001484,RUN-001406,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1027,incident_key_unique,280,7,0.975
DQ-001485,RUN-001406,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1027,corrective_action_status_valid,278,9,0.9676
DQ-001486,RUN-001146,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1003,location_id_present,78,1,0.9872
DQ-001487,RUN-001146,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1003,incident_key_unique,247,4,0.9838
DQ-001488,RUN-001146,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1003,corrective_action_status_valid,265,13,0.9509
DQ-001489,RUN-005116,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1060,corrective_action_status_valid,332,15,0.9548
DQ-001490,RUN-005116,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1060,incident_key_unique,98,4,0.9592
DQ-001491,RUN-005116,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1060,vendor_credential_current,105,3,0.9714
DQ-001492,RUN-001054,2026-01-21,Daily Incident Intake,Safety Logic,LOC-1048,corrective_action_status_valid,301,12,0.9601
DQ-001493,RUN-001054,2026-01-21,Daily Incident Intake,Safety Logic,LOC-1048,completion_date_present,146,4,0.9726
DQ-001494,RUN-001054,2026-01-21,Daily Incident Intake,Safety Logic,LOC-1048,vendor_credential_current,222,13,0.9414
DQ-001495,RUN-005329,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1059,corrective_action_status_valid,299,10,0.9666
DQ-001496,RUN-005329,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1059,location_id_present,245,1,0.9959
DQ-001497,RUN-005329,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1059,vendor_credential_current,334,15,0.9551
DQ-001498,RUN-000909,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1014,source_extract_arrived,274,11,0.9599
DQ-001499,RUN-000909,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1014,incident_key_unique,79,2,0.9747
DQ-001500,RUN-000909,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1014,location_id_present,317,3,0.9905
DQ-001501,RUN-004503,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,vendor_credential_current,110,8,0.9273
DQ-001502,RUN-004503,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,corrective_action_status_valid,153,5,0.9673
DQ-001503,RUN-004503,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,location_id_present,117,1,0.9915
DQ-001504,RUN-007217,2026-05-31,Ad Hoc Leader Request,Corporate Request,LOC-1038,corrective_action_status_valid,326,12,0.9632
DQ-001505,RUN-007217,2026-05-31,Ad Hoc Leader Request,Corporate Request,LOC-1038,employee_partner_mapped,152,8,0.9474
DQ-001506,RUN-007217,2026-05-31,Ad Hoc Leader Request,Corporate Request,LOC-1038,location_id_present,134,2,0.9851
DQ-001507,RUN-001260,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1006,employee_partner_mapped,93,6,0.9355
DQ-001508,RUN-001260,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1006,corrective_action_status_valid,76,1,0.9868
DQ-001509,RUN-001260,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1006,location_id_present,339,4,0.9882
DQ-001510,RUN-004449,2026-04-04,Daily Incident Intake,Safety Logic,LOC-1070,location_id_present,133,0,1.0
DQ-001511,RUN-004449,2026-04-04,Daily Incident Intake,Safety Logic,LOC-1070,incident_key_unique,182,4,0.978
DQ-001512,RUN-004449,2026-04-04,Daily Incident Intake,Safety Logic,LOC-1070,corrective_action_status_valid,243,3,0.9877
DQ-001513,RUN-001882,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1007,completion_date_present,331,7,0.9789
DQ-001514,RUN-001882,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1007,source_extract_arrived,285,11,0.9614
DQ-001515,RUN-001882,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1007,incident_key_unique,89,1,0.9888
DQ-001516,RUN-003859,2026-03-23,Daily Incident Intake,Safety Logic,LOC-1059,employee_partner_mapped,99,3,0.9697
DQ-001517,RUN-003859,2026-03-23,Daily Incident Intake,Safety Logic,LOC-1059,completion_date_present,218,6,0.9725
DQ-001518,RUN-003859,2026-03-23,Daily Incident Intake,Safety Logic,LOC-1059,incident_key_unique,289,0,1.0
DQ-001519,RUN-008400,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1009,completion_date_present,159,2,0.9874
DQ-001520,RUN-008400,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1009,incident_key_unique,80,2,0.975
DQ-001521,RUN-008400,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1009,location_id_present,128,0,1.0
DQ-001522,RUN-004599,2026-04-06,Contractor Compliance Snapshot,ISN,LOC-1026,completion_date_present,200,9,0.955
DQ-001523,RUN-004599,2026-04-06,Contractor Compliance Snapshot,ISN,LOC-1026,employee_partner_mapped,108,1,0.9907
DQ-001524,RUN-004599,2026-04-06,Contractor Compliance Snapshot,ISN,LOC-1026,corrective_action_status_valid,171,7,0.9591
DQ-001525,RUN-006234,2026-05-11,Weekly Exception Review,Safety Logic,LOC-1028,location_id_present,334,8,0.976
DQ-001526,RUN-006234,2026-05-11,Weekly Exception Review,Safety Logic,LOC-1028,incident_key_unique,217,10,0.9539
DQ-001527,RUN-006234,2026-05-11,Weekly Exception Review,Safety Logic,LOC-1028,employee_partner_mapped,290,16,0.9448
DQ-001528,RUN-008704,2026-06-29,Ad Hoc Leader Request,Corporate Request,LOC-1049,corrective_action_status_valid,198,7,0.9646
DQ-001529,RUN-008704,2026-06-29,Ad Hoc Leader Request,Corporate Request,LOC-1049,employee_partner_mapped,271,16,0.941
DQ-001530,RUN-008704,2026-06-29,Ad Hoc Leader Request,Corporate Request,LOC-1049,vendor_credential_current,335,15,0.9552
DQ-001531,RUN-002228,2026-02-16,PPE Readiness Tracker,PICS,LOC-1027,incident_key_unique,213,12,0.9437
DQ-001532,RUN-002228,2026-02-16,PPE Readiness Tracker,PICS,LOC-1027,vendor_credential_current,162,9,0.9444
DQ-001533,RUN-002228,2026-02-16,PPE Readiness Tracker,PICS,LOC-1027,source_extract_arrived,224,16,0.9286
DQ-001534,RUN-001191,2026-01-26,Daily Incident Intake,Safety Logic,LOC-1034,completion_date_present,292,9,0.9692
DQ-001535,RUN-001191,2026-01-26,Daily Incident Intake,Safety Logic,LOC-1034,incident_key_unique,270,1,0.9963
DQ-001536,RUN-001191,2026-01-26,Daily Incident Intake,Safety Logic,LOC-1034,corrective_action_status_valid,255,4,0.9843
DQ-001537,RUN-002369,2026-02-21,Daily Incident Intake,Safety Logic,LOC-1019,employee_partner_mapped,161,4,0.9752
DQ-001538,RUN-002369,2026-02-21,Daily Incident Intake,Safety Logic,LOC-1019,incident_key_unique,359,6,0.9833
DQ-001539,RUN-002369,2026-02-21,Daily Incident Intake,Safety Logic,LOC-1019,location_id_present,187,2,0.9893
DQ-001540,RUN-005894,2026-05-04,PPE Readiness Tracker,PICS,LOC-1016,incident_key_unique,342,20,0.9415
DQ-001541,RUN-005894,2026-05-04,PPE Readiness Tracker,PICS,LOC-1016,source_extract_arrived,78,6,0.9231
DQ-001542,RUN-005894,2026-05-04,PPE Readiness Tracker,PICS,LOC-1016,vendor_credential_current,228,24,0.8947
DQ-001543,RUN-004540,2026-04-05,Vendor Credential Audit,Browz,LOC-1069,completion_date_present,356,21,0.941
DQ-001544,RUN-004540,2026-04-05,Vendor Credential Audit,Browz,LOC-1069,location_id_present,300,15,0.95
DQ-001545,RUN-004540,2026-04-05,Vendor Credential Audit,Browz,LOC-1069,source_extract_arrived,210,7,0.9667
DQ-001546,RUN-001320,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1021,employee_partner_mapped,237,7,0.9705
DQ-001547,RUN-001320,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1021,location_id_present,241,6,0.9751
DQ-001548,RUN-001320,2026-01-26,Ad Hoc Leader Request,Corporate Request,LOC-1021,source_extract_arrived,138,8,0.942
DQ-001549,RUN-001005,2026-01-19,PPE Readiness Tracker,PICS,LOC-1041,source_extract_arrived,348,29,0.9167
DQ-001550,RUN-001005,2026-01-19,PPE Readiness Tracker,PICS,LOC-1041,corrective_action_status_valid,231,18,0.9221
DQ-001551,RUN-001005,2026-01-19,PPE Readiness Tracker,PICS,LOC-1041,completion_date_present,294,15,0.949
DQ-001552,RUN-003010,2026-03-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1007,incident_key_unique,343,3,0.9913
DQ-001553,RUN-003010,2026-03-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1007,location_id_present,76,0,1.0
DQ-001554,RUN-003010,2026-03-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1007,employee_partner_mapped,314,12,0.9618
DQ-001555,RUN-005328,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1057,location_id_present,137,0,1.0
DQ-001556,RUN-005328,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1057,vendor_credential_current,219,9,0.9589
DQ-001557,RUN-005328,2026-04-23,Daily Incident Intake,Safety Logic,LOC-1057,incident_key_unique,126,3,0.9762
DQ-001558,RUN-007819,2026-06-11,Daily Incident Intake,Safety Logic,LOC-1057,incident_key_unique,332,8,0.9759
DQ-001559,RUN-007819,2026-06-11,Daily Incident Intake,Safety Logic,LOC-1057,source_extract_arrived,220,11,0.95
DQ-001560,RUN-007819,2026-06-11,Daily Incident Intake,Safety Logic,LOC-1057,corrective_action_status_valid,213,4,0.9812
DQ-001561,RUN-006358,2026-05-12,Daily Incident Intake,Safety Logic,LOC-1012,incident_key_unique,236,6,0.9746
DQ-001562,RUN-006358,2026-05-12,Daily Incident Intake,Safety Logic,LOC-1012,vendor_credential_current,100,5,0.95
DQ-001563,RUN-006358,2026-05-12,Daily Incident Intake,Safety Logic,LOC-1012,corrective_action_status_valid,182,7,0.9615
DQ-001564,RUN-007536,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1011,location_id_present,335,3,0.991
DQ-001565,RUN-007536,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1011,incident_key_unique,143,2,0.986
DQ-001566,RUN-007536,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1011,completion_date_present,321,9,0.972
DQ-001567,RUN-001135,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1017,employee_partner_mapped,228,11,0.9518
DQ-001568,RUN-001135,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1017,corrective_action_status_valid,218,4,0.9817
DQ-001569,RUN-001135,2026-01-24,Daily Incident Intake,Safety Logic,LOC-1017,incident_key_unique,212,4,0.9811
DQ-001570,RUN-007083,2026-05-27,Daily Incident Intake,Safety Logic,LOC-1061,employee_partner_mapped,310,10,0.9677
DQ-001571,RUN-007083,2026-05-27,Daily Incident Intake,Safety Logic,LOC-1061,incident_key_unique,257,4,0.9844
DQ-001572,RUN-007083,2026-05-27,Daily Incident Intake,Safety Logic,LOC-1061,source_extract_arrived,144,4,0.9722
DQ-001573,RUN-003463,2026-03-16,Daily Incident Intake,Safety Logic,LOC-1063,source_extract_arrived,105,3,0.9714
DQ-001574,RUN-003463,2026-03-16,Daily Incident Intake,Safety Logic,LOC-1063,employee_partner_mapped,81,4,0.9506
DQ-001575,RUN-003463,2026-03-16,Daily Incident Intake,Safety Logic,LOC-1063,location_id_present,126,0,1.0
DQ-001576,RUN-001547,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1006,corrective_action_status_valid,200,9,0.955
DQ-001577,RUN-001547,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1006,completion_date_present,272,9,0.9669
DQ-001578,RUN-001547,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1006,vendor_credential_current,118,3,0.9746
DQ-001579,RUN-000426,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1040,completion_date_present,79,0,1.0
DQ-001580,RUN-000426,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1040,location_id_present,306,1,0.9967
DQ-001581,RUN-000426,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1040,incident_key_unique,299,7,0.9766
DQ-001582,RUN-006936,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1025,completion_date_present,130,2,0.9846
DQ-001583,RUN-006936,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1025,employee_partner_mapped,123,6,0.9512
DQ-001584,RUN-006936,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1025,location_id_present,296,4,0.9865
DQ-001585,RUN-002646,2026-02-26,Daily Incident Intake,Safety Logic,LOC-1005,employee_partner_mapped,84,3,0.9643
DQ-001586,RUN-002646,2026-02-26,Daily Incident Intake,Safety Logic,LOC-1005,corrective_action_status_valid,277,7,0.9747
DQ-001587,RUN-002646,2026-02-26,Daily Incident Intake,Safety Logic,LOC-1005,location_id_present,133,3,0.9774
DQ-001588,RUN-008467,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1041,source_extract_arrived,348,9,0.9741
DQ-001589,RUN-008467,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1041,vendor_credential_current,208,11,0.9471
DQ-001590,RUN-008467,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1041,incident_key_unique,172,4,0.9767
DQ-001591,RUN-004946,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1050,vendor_credential_current,209,6,0.9713
DQ-001592,RUN-004946,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1050,completion_date_present,101,4,0.9604
DQ-001593,RUN-004946,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1050,location_id_present,259,2,0.9923
DQ-001594,RUN-001891,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1072,vendor_credential_current,78,5,0.9359
DQ-001595,RUN-001891,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1072,location_id_present,302,6,0.9801
DQ-001596,RUN-001891,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1072,source_extract_arrived,172,4,0.9767
DQ-001597,RUN-000946,2026-01-19,Contractor Compliance Snapshot,ISN,LOC-1066,vendor_credential_current,96,8,0.9167
DQ-001598,RUN-000946,2026-01-19,Contractor Compliance Snapshot,ISN,LOC-1066,source_extract_arrived,249,18,0.9277
DQ-001599,RUN-000946,2026-01-19,Contractor Compliance Snapshot,ISN,LOC-1066,employee_partner_mapped,259,16,0.9382
DQ-001600,RUN-000181,2026-01-05,Daily Incident Intake,Safety Logic,LOC-1014,corrective_action_status_valid,222,8,0.964
DQ-001601,RUN-000181,2026-01-05,Daily Incident Intake,Safety Logic,LOC-1014,completion_date_present,248,4,0.9839
DQ-001602,RUN-000181,2026-01-05,Daily Incident Intake,Safety Logic,LOC-1014,employee_partner_mapped,202,10,0.9505
DQ-001603,RUN-006806,2026-05-23,Daily Incident Intake,Safety Logic,LOC-1021,vendor_credential_current,268,6,0.9776
DQ-001604,RUN-006806,2026-05-23,Daily Incident Intake,Safety Logic,LOC-1021,incident_key_unique,312,9,0.9712
DQ-001605,RUN-006806,2026-05-23,Daily Incident Intake,Safety Logic,LOC-1021,completion_date_present,169,3,0.9822
