run_id,run_date,report_name,cadence,source_system,location_id,region,division,support_tier,sla_hours,refresh_delay_hours,sla_met,records_expected,completeness_rate,duplicate_keys,unmapped_records,completed_at
RUN-001387,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1049,South Central,Uniform Rental,standard,7,4.45,True,346,0.999,3,4,2026-01-29T12:26:57.218076614
RUN-001388,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1026,Northeast,Uniform Rental,standard,7,5.42,True,235,0.968,2,4,2026-01-29T13:25:18.188661414
RUN-001389,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1027,Northeast,Uniform Rental,standard,7,2.15,True,315,0.9879,0,1,2026-01-29T10:09:06.748078668
RUN-001390,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1043,Southeast,Fire Protection,high_touch,7,5.17,True,378,0.9507,1,2,2026-01-29T13:10:29.524186986
RUN-001391,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1016,Midwest,First Aid & Safety,standard,7,2.04,True,224,0.9917,0,2,2026-01-29T10:02:17.528205688
RUN-001392,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1024,Midwest,Facility Services,standard,7,5.67,True,381,0.974,3,1,2026-01-29T13:39:59.265026747
RUN-001393,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,7,6.38,True,206,0.9746,0,6,2026-01-29T14:22:37.329841051
RUN-001394,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,7,2.8,True,128,0.9532,1,4,2026-01-29T10:47:59.543313265
RUN-001395,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,7,8.57,False,108,0.9427,0,1,2026-01-29T16:34:20.239279509
RUN-001396,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1070,West,Facility Services,high_touch,7,6.76,True,279,0.9711,1,1,2026-01-29T14:45:38.572684693
RUN-001397,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,high_touch,7,3.87,True,124,0.9681,2,5,2026-01-29T11:52:16.357938138
RUN-001398,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1033,Northeast,Fire Protection,high_touch,7,5.48,True,158,0.9456,1,3,2026-01-29T13:28:40.086152329
RUN-001399,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1034,Northeast,Facility Services,standard,7,1.96,True,147,0.9695,1,2,2026-01-29T09:57:43.286270069
RUN-001400,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1036,Northeast,Facility Services,standard,7,4.59,True,403,0.9425,1,0,2026-01-29T12:35:24.363223720
RUN-001401,2026-01-29,Daily Incident Intake,daily,Safety Logic,LOC-1010,Great Lakes,Facility Services,high_touch,7,4.47,True,410,0.9714,5,3,2026-01-29T12:28:08.001054422
RUN-001402,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1037,Southeast,Uniform Rental,high_touch,7,3.43,True,348,0.9551,3,3,2026-01-30T11:25:46.155461217
RUN-001403,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1018,Midwest,First Aid & Safety,high_touch,7,4.21,True,365,0.999,3,6,2026-01-30T12:12:41.125692498
RUN-001404,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1054,South Central,First Aid & Safety,standard,7,1.47,True,319,0.9729,1,1,2026-01-30T09:28:26.837644966
RUN-001405,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1036,Northeast,Facility Services,standard,7,2.51,True,140,0.9835,0,2,2026-01-30T10:30:50.413456516
RUN-001406,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1027,Northeast,Uniform Rental,standard,7,4.27,True,250,0.9475,1,3,2026-01-30T12:16:05.121354553
RUN-001407,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1059,South Central,Facility Services,standard,7,1.84,True,349,0.9682,0,3,2026-01-30T09:50:14.522483901
RUN-001408,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1012,Great Lakes,Facility Services,high_touch,7,6.58,True,304,0.96,0,7,2026-01-30T14:34:50.762152886
RUN-001409,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1058,South Central,Facility Services,standard,7,5.45,True,315,0.987,1,2,2026-01-30T13:27:01.811041094
RUN-001410,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1016,Midwest,First Aid & Safety,standard,7,4.46,True,318,0.9752,5,2,2026-01-30T12:27:49.038674415
RUN-001411,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,high_touch,7,3.54,True,339,0.9377,1,5,2026-01-30T11:32:27.824701530
RUN-001412,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1008,Great Lakes,Fire Protection,high_touch,7,4.03,True,353,0.9475,2,4,2026-01-30T12:01:46.968548899
RUN-001413,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1064,West,First Aid & Safety,high_touch,7,3.32,True,124,0.9407,0,3,2026-01-30T11:19:06.002271527
RUN-001414,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1063,West,Uniform Rental,standard,7,4.89,True,169,0.9756,3,0,2026-01-30T12:53:18.597747099
RUN-001415,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1071,West,Facility Services,standard,7,3.57,True,164,0.9638,3,3,2026-01-30T11:34:23.940996150
RUN-001416,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1062,West,Uniform Rental,standard,7,0.47,True,195,0.9597,1,2,2026-01-30T08:28:28.103969057
RUN-001417,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1019,Midwest,Fire Protection,standard,7,3.93,True,231,0.9788,1,1,2026-01-30T11:55:43.178797063
RUN-001418,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,high_touch,7,6.24,True,180,0.9574,1,5,2026-01-30T14:14:36.540826370
RUN-001419,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1047,Southeast,Facility Services,high_touch,7,3.86,True,135,0.97,4,5,2026-01-30T11:51:27.332817569
RUN-001420,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1021,Midwest,Fire Protection,standard,7,4.86,True,236,0.9716,1,1,2026-01-30T12:51:41.084359344
RUN-001421,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1068,West,Fire Protection,high_touch,7,4.69,True,301,0.9125,1,3,2026-01-30T12:41:19.535263345
RUN-001422,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1017,Midwest,First Aid & Safety,standard,7,2.3,True,393,0.9754,2,4,2026-01-30T10:18:08.244621730
RUN-001423,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1043,Southeast,Fire Protection,high_touch,7,5.07,True,153,0.9665,4,1,2026-01-30T13:04:03.997935014
RUN-001424,2026-01-30,Daily Incident Intake,daily,Safety Logic,LOC-1035,Northeast,Facility Services,standard,7,2.8,True,360,0.9662,2,2,2026-01-30T10:47:45.433824645
RUN-001425,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1050,South Central,Uniform Rental,standard,7,5.58,True,231,0.9654,3,2,2026-01-31T13:34:45.568196194
RUN-001426,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1029,Northeast,First Aid & Safety,standard,7,1.26,True,281,0.9803,0,0,2026-01-31T09:15:25.663668940
RUN-001427,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1041,Southeast,First Aid & Safety,high_touch,7,5.1,True,157,0.9807,1,8,2026-01-31T13:06:01.361804405
RUN-001428,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1025,Northeast,Uniform Rental,standard,7,2.24,True,350,0.958,1,3,2026-01-31T10:14:37.801731833
RUN-001429,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1058,South Central,Facility Services,standard,7,3.73,True,148,0.9678,2,2,2026-01-31T11:43:44.476504633
RUN-001430,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1038,Southeast,Uniform Rental,high_touch,7,6.28,True,279,0.9394,3,1,2026-01-31T14:16:31.631345342
RUN-001431,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1019,Midwest,Fire Protection,standard,7,2.83,True,393,0.9751,2,4,2026-01-31T10:49:34.694532286
RUN-001432,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1022,Midwest,Facility Services,high_touch,7,2.21,True,241,0.9601,0,2,2026-01-31T10:12:49.852551107
RUN-001433,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1072,West,Facility Services,standard,7,3.13,True,301,0.9782,1,0,2026-01-31T11:07:32.003253272
RUN-001434,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1010,Great Lakes,Facility Services,high_touch,7,7.85,False,229,0.9466,1,4,2026-01-31T15:50:59.142824910
RUN-001435,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1013,Midwest,Uniform Rental,standard,7,2.23,True,352,0.9577,0,1,2026-01-31T10:13:36.821672877
RUN-001436,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1051,South Central,Uniform Rental,standard,7,5.55,True,207,0.9628,3,2,2026-01-31T13:33:12.220828672
RUN-001437,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1014,Midwest,Uniform Rental,high_touch,7,2.18,True,257,0.9839,1,5,2026-01-31T10:10:44.757263087
RUN-001438,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,7,6.75,True,331,0.9608,5,7,2026-01-31T14:44:47.197641278
RUN-001439,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1049,South Central,Uniform Rental,standard,7,3.67,True,217,0.9623,2,0,2026-01-31T11:40:21.134080124
RUN-001440,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,high_touch,7,4.71,True,133,0.9514,0,5,2026-01-31T12:42:44.268345338
RUN-001441,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1047,Southeast,Facility Services,high_touch,7,3.89,True,103,0.9888,3,5,2026-01-31T11:53:27.711686039
RUN-001442,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1064,West,First Aid & Safety,high_touch,7,4.39,True,248,0.9472,1,2,2026-01-31T12:23:13.121467146
RUN-001443,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1071,West,Facility Services,standard,7,2.27,True,272,0.9681,0,2,2026-01-31T10:16:12.260959820
RUN-001444,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1031,Northeast,Fire Protection,standard,7,5.08,True,198,0.9929,0,1,2026-01-31T13:04:40.192604445
RUN-001445,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1024,Midwest,Facility Services,standard,7,3.57,True,383,0.9524,5,3,2026-01-31T11:33:54.274160365
RUN-001446,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1027,Northeast,Uniform Rental,standard,7,2.47,True,153,0.9652,0,2,2026-01-31T10:28:21.510388333
RUN-001447,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,high_touch,7,4.37,True,240,0.9476,2,7,2026-01-31T12:22:12.769033699
RUN-001448,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1061,West,Uniform Rental,high_touch,7,3.01,True,155,0.9735,1,5,2026-01-31T11:00:31.593428677
RUN-001449,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1021,Midwest,Fire Protection,standard,7,4.78,True,230,0.963,1,4,2026-01-31T12:46:30.104786330
RUN-001450,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1036,Northeast,Facility Services,standard,7,2.61,True,105,0.999,2,3,2026-01-31T10:36:29.348230650
RUN-001451,2026-01-31,Daily Incident Intake,daily,Safety Logic,LOC-1067,West,Fire Protection,high_touch,7,4.82,True,298,0.9403,4,6,2026-01-31T12:49:26.113826586
RUN-001452,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1052,South Central,First Aid & Safety,standard,7,5.23,True,148,0.9875,1,2,2026-02-01T13:13:53.609934958
RUN-001453,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1072,West,Facility Services,standard,7,4.69,True,290,0.9836,1,5,2026-02-01T12:41:33.517623863
RUN-001454,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1056,South Central,Fire Protection,standard,7,3.93,True,257,0.9911,0,7,2026-02-01T11:55:46.736132222
RUN-001455,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1015,Midwest,Uniform Rental,high_touch,7,2.66,True,389,0.9077,2,2,2026-02-01T10:39:23.345400778
RUN-001456,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1045,Southeast,Fire Protection,high_touch,7,6.74,True,223,0.9622,2,3,2026-02-01T14:44:25.684050183
RUN-001457,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,high_touch,7,6.95,True,315,0.9899,3,4,2026-02-01T14:57:04.819267546
RUN-001458,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1062,West,Uniform Rental,standard,7,3.88,True,200,0.9868,2,1,2026-02-01T11:52:48.036826381
RUN-001459,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1035,Northeast,Facility Services,standard,7,4.03,True,186,0.999,1,2,2026-02-01T12:01:39.510566671
RUN-001460,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1053,South Central,First Aid & Safety,standard,7,2.49,True,342,0.965,2,2,2026-02-01T10:29:41.104530091
RUN-001461,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,high_touch,7,7.07,False,339,0.9622,0,3,2026-02-01T15:04:06.454443023
RUN-001462,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1054,South Central,First Aid & Safety,standard,7,1.34,True,241,0.9889,2,1,2026-02-01T09:20:33.715533083
RUN-001463,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,7,5.52,True,259,0.9653,2,4,2026-02-01T13:30:58.231409789
RUN-001464,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1022,Midwest,Facility Services,high_touch,7,5.36,True,400,0.9745,0,2,2026-02-01T13:21:50.629957932
RUN-001465,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1057,South Central,Fire Protection,standard,7,4.57,True,235,0.9701,2,5,2026-02-01T12:34:01.419730794
RUN-001466,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1018,Midwest,First Aid & Safety,high_touch,7,3.23,True,262,0.9747,0,1,2026-02-01T11:13:42.044629644
RUN-001467,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1039,Southeast,Uniform Rental,high_touch,7,4.64,True,186,0.9591,3,1,2026-02-01T12:38:37.604200297
RUN-001468,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1034,Northeast,Facility Services,standard,7,7.21,False,148,0.9844,1,2,2026-02-01T15:12:31.556373683
RUN-001469,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1023,Midwest,Facility Services,standard,7,5.14,True,157,0.9621,2,6,2026-02-01T13:08:23.819092294
RUN-001470,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1012,Great Lakes,Facility Services,high_touch,7,6.47,True,407,0.9367,2,5,2026-02-01T14:28:04.461141817
RUN-001471,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1060,South Central,Facility Services,standard,7,2.93,True,234,0.9774,1,2,2026-02-01T10:55:40.468531574
RUN-001472,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1027,Northeast,Uniform Rental,standard,7,1.96,True,198,0.9431,1,3,2026-02-01T09:57:46.838017814
RUN-001473,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1017,Midwest,First Aid & Safety,standard,7,3.26,True,103,0.998,2,3,2026-02-01T11:15:47.418137071
RUN-001474,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1010,Great Lakes,Facility Services,high_touch,7,1.06,True,272,0.9567,2,3,2026-02-01T09:03:26.397203078
RUN-001475,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1070,West,Facility Services,high_touch,7,5.2,True,385,0.9765,2,2,2026-02-01T13:12:13.232641943
RUN-001476,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,7,0.32,True,238,0.999,1,3,2026-02-01T08:19:19.972316413
RUN-001477,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,7,6.08,True,143,0.9649,3,7,2026-02-01T14:04:31.437067738
RUN-001478,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1036,Northeast,Facility Services,standard,7,6.25,True,365,0.9718,3,2,2026-02-01T14:15:10.246613235
RUN-001479,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1046,Southeast,Facility Services,high_touch,7,6.34,True,190,0.9624,2,3,2026-02-01T14:20:07.045501672
RUN-001480,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1048,Southeast,Facility Services,high_touch,7,5.15,True,232,0.9409,0,2,2026-02-01T13:09:02.720999151
RUN-001481,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1008,Great Lakes,Fire Protection,high_touch,7,4.37,True,140,0.9928,2,1,2026-02-01T12:22:20.618667621
RUN-001482,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1026,Northeast,Uniform Rental,standard,7,0.1,True,312,0.9965,1,2,2026-02-01T08:06:00
RUN-001483,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,high_touch,7,5.71,True,315,0.9374,2,6,2026-02-01T13:42:43.504004019
RUN-001484,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1025,Northeast,Uniform Rental,standard,7,4.97,True,410,0.9619,0,1,2026-02-01T12:58:07.408766046
RUN-001485,2026-02-01,Daily Incident Intake,daily,Safety Logic,LOC-1038,Southeast,Uniform Rental,high_touch,7,5.84,True,139,0.9822,3,2,2026-02-01T13:50:22.004914146
RUN-001486,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,7,5.33,True,349,0.928,3,4,2026-02-02T13:20:03.821872372
RUN-001487,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1047,Southeast,Facility Services,high_touch,7,5.45,True,98,0.984,4,2,2026-02-02T13:27:10.327789347
RUN-001488,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,7,4.09,True,112,0.954,1,5,2026-02-02T12:05:41.871630811
RUN-001489,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1071,West,Facility Services,standard,7,4.9,True,242,0.9707,2,0,2026-02-02T12:53:53.959072170
RUN-001490,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1017,Midwest,First Aid & Safety,standard,7,2.7,True,259,0.9759,0,1,2026-02-02T10:41:50.969879605
RUN-001491,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1014,Midwest,Uniform Rental,high_touch,7,3.5,True,165,0.9704,3,5,2026-02-02T11:29:42.077041210
RUN-001492,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1037,Southeast,Uniform Rental,high_touch,7,6.02,True,419,0.9798,1,2,2026-02-02T14:00:56.604143123
RUN-001493,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1015,Midwest,Uniform Rental,high_touch,7,6.17,True,307,0.9519,2,5,2026-02-02T14:10:07.083822908
RUN-001494,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1065,West,First Aid & Safety,standard,7,1.43,True,343,0.9662,1,4,2026-02-02T09:25:41.879357403
RUN-001495,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1057,South Central,Fire Protection,standard,7,1.98,True,206,0.9701,0,1,2026-02-02T09:58:41.848834865
RUN-001496,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,high_touch,7,1.92,True,356,0.9667,1,5,2026-02-02T09:55:16.378843574
RUN-001497,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1025,Northeast,Uniform Rental,standard,7,3.94,True,241,0.9836,3,2,2026-02-02T11:56:26.175156773
RUN-001498,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1008,Great Lakes,Fire Protection,high_touch,7,2.94,True,124,0.9798,0,5,2026-02-02T10:56:27.120769173
RUN-001499,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1045,Southeast,Fire Protection,high_touch,7,3.5,True,320,0.9812,3,6,2026-02-02T11:29:47.259827011
RUN-001500,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1007,Great Lakes,Fire Protection,high_touch,7,6.1,True,176,0.939,3,6,2026-02-02T14:06:09.478183300
RUN-001501,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,7,3.26,True,161,0.9413,2,6,2026-02-02T11:15:33.881465181
RUN-001502,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1013,Midwest,Uniform Rental,standard,7,5.99,True,238,0.9724,1,1,2026-02-02T13:59:41.869273120
RUN-001503,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1041,Southeast,First Aid & Safety,high_touch,7,4.55,True,399,0.966,2,4,2026-02-02T12:32:49.765051981
RUN-001504,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1050,South Central,Uniform Rental,standard,7,5.86,True,173,0.9634,2,2,2026-02-02T13:51:33.155137527
RUN-001505,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1059,South Central,Facility Services,standard,7,1.74,True,366,0.9872,3,2,2026-02-02T09:44:40.704921190
RUN-001506,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1064,West,First Aid & Safety,high_touch,7,4.24,True,210,0.968,2,5,2026-02-02T12:14:25.714750216
RUN-001507,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1068,West,Fire Protection,high_touch,7,4.73,True,309,0.9532,0,3,2026-02-02T12:43:51.609309672
RUN-001508,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1069,West,Fire Protection,standard,7,1.51,True,209,0.9516,1,1,2026-02-02T09:30:32.384204807
RUN-001509,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1051,South Central,Uniform Rental,standard,7,0.72,True,268,0.999,2,5,2026-02-02T08:43:22.354466539
RUN-001510,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1046,Southeast,Facility Services,high_touch,7,6.53,True,157,0.9581,2,3,2026-02-02T14:31:56.318951643
RUN-001511,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1054,South Central,First Aid & Safety,standard,7,5.26,True,107,0.9982,0,2,2026-02-02T13:15:41.213042866
RUN-001512,2026-02-02,Daily Incident Intake,daily,Safety Logic,LOC-1016,Midwest,First Aid & Safety,standard,7,3.72,True,314,0.9625,3,2,2026-02-02T11:42:58.394780979
RUN-001513,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1063,West,Uniform Rental,standard,3,1.77,True,398,0.9748,3,1,2026-02-02T09:46:15.399276415
RUN-001514,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1069,West,Fire Protection,standard,3,3.94,False,123,0.9698,2,2,2026-02-02T11:56:06.949297084
RUN-001515,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1067,West,Fire Protection,high_touch,3,5.93,False,199,0.999,1,3,2026-02-02T13:55:31.344538802
RUN-001516,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1037,Southeast,Uniform Rental,high_touch,3,1.62,True,261,0.9517,2,4,2026-02-02T09:37:11.329782137
RUN-001517,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,3,4.91,False,407,0.9593,2,2,2026-02-02T12:54:30.138954584
RUN-001518,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1036,Northeast,Facility Services,standard,3,1.57,True,149,0.9783,1,3,2026-02-02T09:34:13.439950501
RUN-001519,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1059,South Central,Facility Services,standard,3,1.34,True,299,0.971,3,4,2026-02-02T09:20:08.295018809
RUN-001520,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1056,South Central,Fire Protection,standard,3,1.87,True,316,0.9477,2,5,2026-02-02T09:52:16.876580462
RUN-001521,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1033,Northeast,Fire Protection,high_touch,3,3.66,False,168,0.9659,1,6,2026-02-02T11:39:46.476506016
RUN-001522,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,high_touch,3,2.63,True,249,0.9586,4,2,2026-02-02T10:37:58.306105256
RUN-001523,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1064,West,First Aid & Safety,high_touch,3,3.59,False,261,0.9801,3,4,2026-02-02T11:35:27.668497261
RUN-001524,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1046,Southeast,Facility Services,high_touch,3,3.68,False,186,0.9482,2,1,2026-02-02T11:40:30.205275404
RUN-001525,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,high_touch,3,3.22,False,288,0.9379,1,2,2026-02-02T11:13:15.951107736
RUN-001526,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1068,West,Fire Protection,high_touch,3,4.13,False,269,0.9498,2,3,2026-02-02T12:07:37.536441321
RUN-001527,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1025,Northeast,Uniform Rental,standard,3,2.95,True,238,0.9802,0,2,2026-02-02T10:56:54.603467062
RUN-001528,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,high_touch,3,4.82,False,192,0.9703,2,4,2026-02-02T12:49:04.183435141
RUN-001529,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1010,Great Lakes,Facility Services,high_touch,3,1.62,True,274,0.9138,2,3,2026-02-02T09:37:25.618072763
RUN-001530,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1052,South Central,First Aid & Safety,standard,3,0.1,True,378,0.9605,2,3,2026-02-02T08:06:00
RUN-001531,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1053,South Central,First Aid & Safety,standard,3,1.63,True,316,0.9578,2,1,2026-02-02T09:37:32.375680275
RUN-001532,2026-02-02,Weekly Exception Review,weekly,Safety Logic,LOC-1023,Midwest,Facility Services,standard,3,0.54,True,143,0.9606,1,1,2026-02-02T08:32:19.076476990
RUN-001533,2026-02-02,Contractor Compliance Snapshot,weekly,ISN,LOC-1030,Northeast,First Aid & Safety,high_touch,4,2.05,True,281,0.9847,0,3,2026-02-02T10:02:47.487702756
RUN-001534,2026-02-02,Contractor Compliance Snapshot,weekly,ISN,LOC-1072,West,Facility Services,standard,4,2.55,True,133,0.9477,0,2,2026-02-02T10:32:48.085707847
RUN-001535,2026-02-02,Contractor Compliance Snapshot,weekly,ISN,LOC-1040,Southeast,First Aid & Safety,high_touch,4,3.55,True,169,0.9445,0,6,2026-02-02T11:33:11.974432723
