exception_id,run_id,run_date,report_name,source_system,location_id,region,division,exception_type,severity,owner_group,age_days,status,resolution_hours,requires_field_followup
EXC-000678,RUN-001374,2026-01-28,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,duplicate_incident_key,medium,Data Steward,9,closed,85.0,False
EXC-000679,RUN-001374,2026-01-28,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,missing_completion_date,high,Field Safety Lead,11,open,,False
EXC-000680,RUN-001379,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1013,Midwest,Uniform Rental,late_source_extract,high,Field Safety Lead,7,closed,77.1,False
EXC-000681,RUN-001380,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_location_id,low,Corporate Safety,5,closed,37.3,False
EXC-000682,RUN-001383,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,invalid_vendor_credential,medium,Data Steward,3,closed,48.2,False
EXC-000683,RUN-001387,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1049,South Central,Uniform Rental,late_source_extract,critical,Data Steward,5,open,,False
EXC-000684,RUN-001388,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,late_source_extract,critical,Field Safety Lead,13,open,,False
EXC-000685,RUN-001388,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,late_source_extract,critical,Corporate Safety,9,closed,95.0,False
EXC-000686,RUN-001390,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,invalid_vendor_credential,low,Corporate Safety,3,closed,36.4,False
EXC-000687,RUN-001390,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,missing_location_id,high,Data Steward,19,open,,False
EXC-000688,RUN-001392,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,late_source_extract,medium,Field Safety Lead,5,closed,70.2,False
EXC-000689,RUN-001393,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,missing_completion_date,high,Field Safety Lead,9,open,,False
EXC-000690,RUN-001399,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1034,Northeast,Facility Services,late_source_extract,medium,Field Safety Lead,6,closed,73.9,False
EXC-000691,RUN-001401,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,rollout_training_gap,medium,Corporate Safety,5,closed,58.3,True
EXC-000692,RUN-001401,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,rollout_training_gap,low,Field Safety Lead,5,closed,82.3,True
EXC-000693,RUN-001401,2026-01-29,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,unmapped_employee_partner,medium,Corporate Safety,1,closed,36.3,True
EXC-000694,RUN-001408,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,unmapped_employee_partner,medium,Corporate Safety,1,closed,30.1,True
EXC-000695,RUN-001411,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,open_corrective_action,low,Field Safety Lead,10,closed,90.6,True
EXC-000696,RUN-001411,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,open_corrective_action,high,Vendor Coordinator,5,open,,True
EXC-000697,RUN-001412,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,missing_completion_date,low,Data Steward,10,closed,82.2,False
EXC-000698,RUN-001412,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,unmapped_employee_partner,high,Vendor Coordinator,4,open,,True
EXC-000699,RUN-001412,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,unmapped_employee_partner,low,Field Safety Lead,3,closed,57.5,True
EXC-000700,RUN-001415,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1071,West,Facility Services,rollout_training_gap,high,Field Safety Lead,9,open,,True
EXC-000701,RUN-001420,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,5,closed,82.6,True
EXC-000702,RUN-001421,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,late_source_extract,high,Vendor Coordinator,6,open,,False
EXC-000703,RUN-001423,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,open_corrective_action,high,Data Steward,7,open,,True
EXC-000704,RUN-001424,2026-01-30,Daily Incident Intake,Safety Logic,LOC-1035,Northeast,Facility Services,rollout_training_gap,low,Vendor Coordinator,6,closed,54.2,True
EXC-000705,RUN-001433,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,missing_completion_date,high,Corporate Safety,4,open,,False
EXC-000706,RUN-001434,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,late_source_extract,medium,Field Safety Lead,8,open,,False
EXC-000707,RUN-001438,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_completion_date,high,Corporate Safety,14,open,,False
EXC-000708,RUN-001440,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,missing_completion_date,low,Corporate Safety,2,closed,45.3,False
EXC-000709,RUN-001440,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,open_corrective_action,medium,Vendor Coordinator,2,closed,56.5,True
EXC-000710,RUN-001445,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,missing_completion_date,low,Data Steward,1,closed,30.6,False
EXC-000711,RUN-001447,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,5,closed,53.2,False
EXC-000712,RUN-001447,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,0,closed,20.8,False
EXC-000713,RUN-001449,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,missing_completion_date,medium,Data Steward,6,open,,False
EXC-000714,RUN-001451,2026-01-31,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,duplicate_incident_key,high,Data Steward,12,open,,False
EXC-000715,RUN-001453,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,unmapped_employee_partner,low,Vendor Coordinator,5,open,,True
EXC-000716,RUN-001458,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1062,West,Uniform Rental,rollout_training_gap,high,Vendor Coordinator,15,open,,True
EXC-000717,RUN-001463,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,late_source_extract,high,Vendor Coordinator,9,open,,False
EXC-000718,RUN-001463,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,rollout_training_gap,low,Corporate Safety,0,closed,19.8,True
EXC-000719,RUN-001465,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1057,South Central,Fire Protection,missing_completion_date,medium,Field Safety Lead,6,closed,48.6,False
EXC-000720,RUN-001469,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1023,Midwest,Facility Services,late_source_extract,medium,Field Safety Lead,11,closed,108.4,False
EXC-000721,RUN-001473,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1017,Midwest,First Aid & Safety,rollout_training_gap,medium,Corporate Safety,2,closed,45.1,True
EXC-000722,RUN-001474,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,missing_location_id,medium,Corporate Safety,10,closed,90.5,False
EXC-000723,RUN-001474,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,late_source_extract,medium,Data Steward,2,closed,47.9,False
EXC-000724,RUN-001474,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,rollout_training_gap,low,Vendor Coordinator,3,closed,60.5,True
EXC-000725,RUN-001477,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,invalid_vendor_credential,medium,Corporate Safety,15,closed,110.6,False
EXC-000726,RUN-001478,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,missing_completion_date,medium,Corporate Safety,4,closed,80.8,False
EXC-000727,RUN-001480,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,rollout_training_gap,critical,Vendor Coordinator,9,open,,True
EXC-000728,RUN-001483,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,open_corrective_action,medium,Vendor Coordinator,5,closed,60.6,True
EXC-000729,RUN-001485,2026-02-01,Daily Incident Intake,Safety Logic,LOC-1038,Southeast,Uniform Rental,invalid_vendor_credential,low,Vendor Coordinator,5,closed,48.1,False
EXC-000730,RUN-001486,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,missing_location_id,medium,Vendor Coordinator,5,closed,60.0,False
EXC-000731,RUN-001486,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,late_source_extract,medium,Corporate Safety,5,closed,83.1,False
EXC-000732,RUN-001487,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1047,Southeast,Facility Services,open_corrective_action,low,Field Safety Lead,5,open,,True
EXC-000733,RUN-001491,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,invalid_vendor_credential,medium,Data Steward,15,closed,112.6,False
EXC-000734,RUN-001491,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,open_corrective_action,medium,Vendor Coordinator,5,closed,58.6,True
EXC-000735,RUN-001499,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,invalid_vendor_credential,low,Corporate Safety,3,closed,60.9,False
EXC-000736,RUN-001500,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,unmapped_employee_partner,medium,Corporate Safety,3,closed,51.7,True
EXC-000737,RUN-001501,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,missing_completion_date,high,Corporate Safety,5,open,,False
EXC-000738,RUN-001503,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,duplicate_incident_key,high,Vendor Coordinator,11,open,,False
EXC-000739,RUN-001503,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,unmapped_employee_partner,low,Corporate Safety,2,closed,32.9,True
EXC-000740,RUN-001506,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1064,West,First Aid & Safety,duplicate_incident_key,medium,Vendor Coordinator,2,open,,False
EXC-000741,RUN-001513,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1063,West,Uniform Rental,rollout_training_gap,medium,Vendor Coordinator,2,closed,20.6,True
EXC-000742,RUN-001515,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1067,West,Fire Protection,rollout_training_gap,medium,Data Steward,2,closed,33.2,True
EXC-000743,RUN-001516,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1037,Southeast,Uniform Rental,rollout_training_gap,medium,Data Steward,7,closed,52.5,True
EXC-000744,RUN-001522,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,late_source_extract,medium,Vendor Coordinator,3,closed,46.7,False
EXC-000745,RUN-001525,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,late_source_extract,low,Field Safety Lead,3,open,,False
EXC-000746,RUN-001529,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1010,Great Lakes,Facility Services,open_corrective_action,low,Field Safety Lead,19,closed,144.5,True
EXC-000747,RUN-001531,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1053,South Central,First Aid & Safety,missing_completion_date,low,Field Safety Lead,4,closed,53.5,False
EXC-000748,RUN-001532,2026-02-02,Weekly Exception Review,Safety Logic,LOC-1023,Midwest,Facility Services,duplicate_incident_key,low,Vendor Coordinator,4,closed,49.3,False
EXC-000749,RUN-001535,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1040,Southeast,First Aid & Safety,duplicate_incident_key,medium,Field Safety Lead,1,open,,False
EXC-000750,RUN-001542,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1029,Northeast,First Aid & Safety,invalid_vendor_credential,medium,Vendor Coordinator,2,closed,44.4,False
EXC-000751,RUN-001544,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1034,Northeast,Facility Services,unmapped_employee_partner,medium,Data Steward,3,open,,True
EXC-000752,RUN-001554,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1004,Great Lakes,First Aid & Safety,late_source_extract,low,Field Safety Lead,2,closed,49.3,False
EXC-000753,RUN-001558,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1028,Northeast,First Aid & Safety,open_corrective_action,critical,Corporate Safety,14,open,,True
EXC-000754,RUN-001558,2026-02-02,Contractor Compliance Snapshot,ISN,LOC-1028,Northeast,First Aid & Safety,duplicate_incident_key,medium,Data Steward,2,closed,40.7,False
EXC-000755,RUN-001564,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1006,Great Lakes,First Aid & Safety,rollout_training_gap,medium,Field Safety Lead,3,closed,40.0,True
EXC-000756,RUN-001568,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1061,West,Uniform Rental,rollout_training_gap,high,Field Safety Lead,15,closed,116.0,True
EXC-000757,RUN-001571,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1002,Great Lakes,Uniform Rental,invalid_vendor_credential,high,Vendor Coordinator,7,open,,False
EXC-000758,RUN-001572,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1055,South Central,Fire Protection,unmapped_employee_partner,medium,Corporate Safety,7,open,,True
EXC-000759,RUN-001572,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1055,South Central,Fire Protection,duplicate_incident_key,low,Vendor Coordinator,6,closed,56.6,False
EXC-000760,RUN-001577,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1027,Northeast,Uniform Rental,unmapped_employee_partner,low,Corporate Safety,0,open,,True
EXC-000761,RUN-001578,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1015,Midwest,Uniform Rental,late_source_extract,high,Field Safety Lead,7,closed,78.6,False
EXC-000762,RUN-001580,2026-02-02,Chemical SDS Coverage,MSDS,LOC-1066,West,First Aid & Safety,open_corrective_action,medium,Vendor Coordinator,1,closed,20.8,True
EXC-000763,RUN-001584,2026-02-02,PPE Readiness Tracker,PICS,LOC-1017,Midwest,First Aid & Safety,missing_completion_date,medium,Data Steward,1,closed,38.4,False
EXC-000764,RUN-001584,2026-02-02,PPE Readiness Tracker,PICS,LOC-1017,Midwest,First Aid & Safety,late_source_extract,low,Field Safety Lead,16,closed,125.2,False
EXC-000765,RUN-001585,2026-02-02,PPE Readiness Tracker,PICS,LOC-1003,Great Lakes,Uniform Rental,duplicate_incident_key,high,Vendor Coordinator,7,closed,87.1,False
EXC-000766,RUN-001585,2026-02-02,PPE Readiness Tracker,PICS,LOC-1003,Great Lakes,Uniform Rental,late_source_extract,medium,Field Safety Lead,3,open,,False
EXC-000767,RUN-001593,2026-02-02,PPE Readiness Tracker,PICS,LOC-1062,West,Uniform Rental,rollout_training_gap,high,Vendor Coordinator,14,open,,True
EXC-000768,RUN-001595,2026-02-02,PPE Readiness Tracker,PICS,LOC-1040,Southeast,First Aid & Safety,rollout_training_gap,medium,Field Safety Lead,4,open,,True
EXC-000769,RUN-001596,2026-02-02,PPE Readiness Tracker,PICS,LOC-1009,Great Lakes,Fire Protection,duplicate_incident_key,low,Field Safety Lead,2,closed,29.9,False
EXC-000770,RUN-001596,2026-02-02,PPE Readiness Tracker,PICS,LOC-1009,Great Lakes,Fire Protection,open_corrective_action,medium,Corporate Safety,0,open,,True
EXC-000771,RUN-001597,2026-02-02,PPE Readiness Tracker,PICS,LOC-1011,Great Lakes,Facility Services,duplicate_incident_key,high,Corporate Safety,6,open,,False
EXC-000772,RUN-001604,2026-02-02,PPE Readiness Tracker,PICS,LOC-1019,Midwest,Fire Protection,late_source_extract,low,Vendor Coordinator,3,closed,33.1,False
EXC-000773,RUN-001605,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,duplicate_incident_key,low,Corporate Safety,2,closed,41.0,False
EXC-000774,RUN-001607,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,duplicate_incident_key,low,Data Steward,5,closed,50.5,False
EXC-000775,RUN-001611,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,open_corrective_action,medium,Corporate Safety,8,closed,62.3,True
EXC-000776,RUN-001611,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,duplicate_incident_key,high,Vendor Coordinator,6,closed,81.2,False
EXC-000777,RUN-001614,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1031,Northeast,Fire Protection,duplicate_incident_key,medium,Corporate Safety,4,closed,57.4,False
EXC-000778,RUN-001619,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1069,West,Fire Protection,open_corrective_action,critical,Field Safety Lead,14,open,,True
EXC-000779,RUN-001621,2026-02-03,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,duplicate_incident_key,low,Data Steward,6,closed,72.8,False
EXC-000780,RUN-001623,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,missing_completion_date,high,Corporate Safety,5,closed,60.3,False
EXC-000781,RUN-001629,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,missing_location_id,critical,Data Steward,17,closed,130.6,False
EXC-000782,RUN-001629,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,missing_location_id,high,Data Steward,11,closed,115.5,False
EXC-000783,RUN-001632,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1059,South Central,Facility Services,missing_completion_date,high,Corporate Safety,14,closed,123.7,False
EXC-000784,RUN-001635,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_location_id,medium,Corporate Safety,5,closed,67.6,False
EXC-000785,RUN-001637,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1047,Southeast,Facility Services,invalid_vendor_credential,low,Vendor Coordinator,4,closed,36.6,False
EXC-000786,RUN-001639,2026-02-04,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,missing_completion_date,high,Vendor Coordinator,10,closed,108.3,False
EXC-000787,RUN-001641,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,missing_completion_date,low,Field Safety Lead,1,open,,False
EXC-000788,RUN-001646,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,duplicate_incident_key,critical,Data Steward,11,closed,109.3,False
EXC-000789,RUN-001647,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,unmapped_employee_partner,medium,Vendor Coordinator,2,closed,33.7,True
EXC-000790,RUN-001650,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,unmapped_employee_partner,medium,Field Safety Lead,24,open,,True
EXC-000791,RUN-001650,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,late_source_extract,medium,Field Safety Lead,13,closed,108.7,False
EXC-000792,RUN-001651,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1053,South Central,First Aid & Safety,rollout_training_gap,low,Vendor Coordinator,1,closed,40.9,True
EXC-000793,RUN-001656,2026-02-05,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,rollout_training_gap,critical,Corporate Safety,12,closed,101.1,True
EXC-000794,RUN-001663,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1040,Southeast,First Aid & Safety,rollout_training_gap,high,Field Safety Lead,16,closed,106.6,True
EXC-000795,RUN-001665,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1051,South Central,Uniform Rental,missing_completion_date,low,Data Steward,2,closed,46.0,False
EXC-000796,RUN-001674,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,West,First Aid & Safety,open_corrective_action,high,Data Steward,9,closed,94.6,True
EXC-000797,RUN-001674,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,West,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,3,closed,33.8,False
EXC-000798,RUN-001674,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1066,West,First Aid & Safety,rollout_training_gap,high,Data Steward,13,open,,True
EXC-000799,RUN-001676,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1067,West,Fire Protection,missing_completion_date,high,Field Safety Lead,8,closed,80.7,False
EXC-000800,RUN-001676,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1067,West,Fire Protection,duplicate_incident_key,medium,Vendor Coordinator,4,closed,55.9,False
EXC-000801,RUN-001680,2026-02-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1015,Midwest,Uniform Rental,missing_location_id,medium,Vendor Coordinator,8,closed,69.6,False
EXC-000802,RUN-001681,2026-02-05,Vendor Credential Audit,Browz,LOC-1040,Southeast,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,3,open,,False
EXC-000803,RUN-001682,2026-02-05,Vendor Credential Audit,Browz,LOC-1006,Great Lakes,First Aid & Safety,unmapped_employee_partner,medium,Vendor Coordinator,3,open,,True
EXC-000804,RUN-001685,2026-02-05,Vendor Credential Audit,Browz,LOC-1009,Great Lakes,Fire Protection,open_corrective_action,medium,Vendor Coordinator,6,open,,True
EXC-000805,RUN-001685,2026-02-05,Vendor Credential Audit,Browz,LOC-1009,Great Lakes,Fire Protection,unmapped_employee_partner,low,Vendor Coordinator,2,closed,50.1,True
EXC-000806,RUN-001685,2026-02-05,Vendor Credential Audit,Browz,LOC-1009,Great Lakes,Fire Protection,invalid_vendor_credential,medium,Field Safety Lead,10,closed,92.6,False
EXC-000807,RUN-001686,2026-02-05,Vendor Credential Audit,Browz,LOC-1032,Northeast,Fire Protection,missing_location_id,critical,Vendor Coordinator,14,open,,False
EXC-000808,RUN-001687,2026-02-05,Vendor Credential Audit,Browz,LOC-1070,West,Facility Services,open_corrective_action,medium,Field Safety Lead,5,closed,55.8,True
EXC-000809,RUN-001689,2026-02-05,Vendor Credential Audit,Browz,LOC-1028,Northeast,First Aid & Safety,rollout_training_gap,high,Field Safety Lead,4,closed,55.7,True
EXC-000810,RUN-001691,2026-02-05,Vendor Credential Audit,Browz,LOC-1021,Midwest,Fire Protection,rollout_training_gap,medium,Corporate Safety,2,closed,38.0,True
EXC-000811,RUN-001691,2026-02-05,Vendor Credential Audit,Browz,LOC-1021,Midwest,Fire Protection,duplicate_incident_key,low,Vendor Coordinator,5,closed,50.9,False
EXC-000812,RUN-001694,2026-02-05,Vendor Credential Audit,Browz,LOC-1072,West,Facility Services,missing_completion_date,medium,Vendor Coordinator,0,closed,41.2,False
EXC-000813,RUN-001695,2026-02-05,Vendor Credential Audit,Browz,LOC-1041,Southeast,First Aid & Safety,missing_location_id,high,Field Safety Lead,5,closed,52.4,False
EXC-000814,RUN-001698,2026-02-05,Vendor Credential Audit,Browz,LOC-1038,Southeast,Uniform Rental,missing_location_id,medium,Data Steward,3,closed,57.0,False
EXC-000815,RUN-001698,2026-02-05,Vendor Credential Audit,Browz,LOC-1038,Southeast,Uniform Rental,invalid_vendor_credential,low,Field Safety Lead,13,closed,116.4,False
EXC-000816,RUN-001701,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,invalid_vendor_credential,critical,Vendor Coordinator,7,closed,79.6,False
EXC-000817,RUN-001701,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,unmapped_employee_partner,high,Vendor Coordinator,7,open,,True
EXC-000818,RUN-001701,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,late_source_extract,high,Corporate Safety,5,closed,83.3,False
EXC-000819,RUN-001702,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,late_source_extract,low,Field Safety Lead,5,open,,False
EXC-000820,RUN-001702,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,open_corrective_action,medium,Field Safety Lead,4,closed,56.6,True
EXC-000821,RUN-001702,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,open_corrective_action,high,Vendor Coordinator,7,closed,79.8,True
EXC-000822,RUN-001706,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1050,South Central,Uniform Rental,unmapped_employee_partner,medium,Data Steward,5,closed,45.7,True
EXC-000823,RUN-001710,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1060,South Central,Facility Services,duplicate_incident_key,medium,Data Steward,2,closed,38.4,False
EXC-000824,RUN-001712,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1031,Northeast,Fire Protection,late_source_extract,medium,Field Safety Lead,1,open,,False
EXC-000825,RUN-001713,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,duplicate_incident_key,high,Vendor Coordinator,10,open,,False
EXC-000826,RUN-001714,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1023,Midwest,Facility Services,missing_completion_date,high,Data Steward,19,closed,170.6,False
EXC-000827,RUN-001714,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1023,Midwest,Facility Services,open_corrective_action,medium,Vendor Coordinator,5,closed,68.5,True
EXC-000828,RUN-001717,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,rollout_training_gap,critical,Vendor Coordinator,10,open,,True
EXC-000829,RUN-001721,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,missing_location_id,medium,Data Steward,4,closed,57.5,False
EXC-000830,RUN-001721,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,open_corrective_action,high,Vendor Coordinator,12,closed,115.0,True
EXC-000831,RUN-001722,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,duplicate_incident_key,high,Vendor Coordinator,6,open,,False
EXC-000832,RUN-001722,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,invalid_vendor_credential,critical,Field Safety Lead,15,closed,140.1,False
EXC-000833,RUN-001722,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,unmapped_employee_partner,high,Corporate Safety,11,closed,99.7,True
EXC-000834,RUN-001724,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,missing_completion_date,critical,Field Safety Lead,6,open,,False
EXC-000835,RUN-001724,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,late_source_extract,high,Corporate Safety,6,open,,False
EXC-000836,RUN-001726,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,unmapped_employee_partner,low,Corporate Safety,3,closed,47.1,True
EXC-000837,RUN-001726,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,duplicate_incident_key,medium,Field Safety Lead,2,closed,37.1,False
